"batch"	"id"	"latitude"	"longitude"	"observed_on"	"body_color"	"crest_height"	"tentacle_number"	"thumb_ratio"	"clear"	"gap"	"pink_purple"	"image_type"	"juvenile"
"sam1"	119763233	-23.13061811	43.60554928	"2019-10-20"	"Y"	"L"	"1"	"S"	"Y"	""	""	"D"	"N"
"sam1"	145277064	-23.68725291	43.64643122	"2022-12-28"	"Y"	"L"	"1"	"S"	"Y"	""	""	"L"	"N"
"sam1"	162701867	8.741350255	167.7351929	"2015-10-06"	"Y"	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"Y"
"sam1"	162701871	8.741368592	167.735196	"2015-10-10"	"Y"	"L"	"1"	"S"	"Y"	""	""	"L"	"Y"
"sam1"	38798021	-20.51884621	57.48305197	"2020-02-02"	""	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"N"
"sam1"	140805690	-20.44300828	57.71573644	"2022-10-17"	"Y"	"L"	"1"	"S"	""	""	""	"L"	""
"sam1"	145058870	-20.43150474	57.72789085	"2022-08-12"	""	"L"	"1"	"S"	""	""	""	"L"	""
"sam1"	38043941	19.22292978	-104.7241668	"2019-06-30"	""	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"Y"
"sam1"	106864127	15.66487899	-96.49568796	"2022-02-15"	""	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"Y"
"sam1"	24351096	23.2087535	-106.4276397	"2019-04-29"	""	"L"	"1"	"S"	"Y"	""	""	"D"	"Y"
"sam1"	84595386	24.63768386	-107.980278	"2021-06-26"	"Y"	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"Y"
"sam1"	92987067	23.22357722	-106.4257745	"2016-06-26"	""	"L"	"1"	"S"	"Y"	""	""	"D"	"Y"
"sam1"	124933693	27.93874096	-111.0872036	"2022-07-03"	""	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"Y"
"sam1"	102568483	21.29448512	-97.41926753	"2021-12-05"	""	"L"	"1"	"S"	"Y"	""	""	"D"	"N"
"sam1"	112085805	20.78359167	-105.50415	"2022-01-27"	"Y"	"L"	"1"	"S"	"Y"	"Y"	""	"L"	"N"
"sam1"	143760560	20.78257135	-105.5103578	"2022-12-05"	"Y"	"L"	"1"	"S"	""	""	""	"D"	""
"sam1"	123683823	20.79171223	-105.4917674	"2022-06-26"	""	"L"	"1"	"S"	""	"Y"	""	"D"	""
"sam1"	156369525	20.87360833	-105.4354278	"2023-04-23"	""	"L"	"1"	"S"	""	"Y"	""	"D"	""
"sam1"	35252968	20.97908985	-97.31031943	"2019-05-06"	""	"L"	"1"	"S"	""	"Y"	""	"L"	""
"sam1"	174422225	-23.93871689	35.45291263	"2023-06-23"	"Y"	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"Y"
"sam1"	172506634	-24.51238842	35.20091958	"2023-07-12"	""	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"N"
"sam1"	159160579	-23.84426	35.53921	"2023-04-25"	"Y"	"L"	"1"	"S"	"Y"	""	""	"D"	"N"
"sam1"	143894589	-23.85176625	35.55044856	"2022-12-05"	""	"L"	"1"	"S"	""	""	""	"D"	""
"sam1"	158627823	-22.12085833	14.277935	"2023-03-25"	""	"L"	"1"	"S"	""	""	""	"D"	""
"sam1"	154542825	-22.20717007	166.2586481	"2023-04-08"	""	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"N"
"sam1"	36461264	-36.07597771	174.5965897	"2019-12-08"	""	"L"	"1"	"S"	""	""	""	"L"	""
"sam1"	147424790	7.981897396	-82.0276148	"2021-02-09"	""	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"N"
"sam1"	147632947	9.62987	-79.540065	"2023-01-29"	""	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"N"
"sam1"	116995619	-4.670958179	55.49197689	"2021-07-27"	""	"L"	"1"	"S"	""	""	""	"D"	""
"sam1"	146594783	-28.12574386	32.55921553	"2023-01-14"	"Y"	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"Y"
"sam1"	81365361	28.94849876	-13.59559722	"2020-12-24"	""	"L"	"1"	"S"	""	""	""	"D"	"N"
"sam1"	105276627	28.94862791	-13.59578631	"2022-01-20"	""	"L"	"1"	"S"	""	""	""	"D"	"N"
"sam1"	146213710	9.768524882	80.2731667	"2023-01-02"	""	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"N"
"sam1"	144011231	8.935277778	81.00472222	"2022-12-06"	"Y"	"L"	"1"	"S"	"Y"	"Y"	""	"L"	"N"
"sam1"	67310733	-6.021835821	38.78058191	"2020-12-30"	""	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"N"
"sam1"	15066708	-6.266403037	39.53416218	"2018-07-04"	""	"L"	"1"	"S"	"Y"	""	""	"D"	"N"
"sam1"	150393241	-6.307758699	39.54422669	"2023-03-05"	""	"L"	"1"	"S"	"Y"	"Y"	""	"L"	"N"
"sam1"	172810462	7.991301614	98.29023935	"2023-07-14"	"Y"	"L"	"1"	"S"	""	""	""	"L"	"N"
"sam1"	20949252	22.22350955	-159.4650881	"2019-03-04"	""	"L"	"1"	"S"	"Y"	""	""	"D"	"N"
"sam1"	1347015	20.89956471	-156.4402666	"2015-03-28"	""	"L"	"1"	"S"	"Y"	""	""	"D"	"Y"
"sam1"	132661833	21.4063549	-157.7395935	"2022-08-26"	""	"L"	"1"	"S"	"Y"	""	""	"D"	"N"
"sam1"	33242850	26.09646333	-97.16167167	"2019-09-20"	""	"L"	"1"	"S"	"Y"	""	""	"D"	"N"
"sam1"	9093312	25.77875699	-171.7391181	"2013-03-23"	""	"L"	"1"	"S"	""	""	""	"D"	""
"sam1"	145452473	28.2180129	-177.3694965	"2022-12-14"	"Y"	"L"	"1"	"S"	""	"Y"	""	"D"	"N"
"sam1"	103850042	-34.34171333	-53.78816167	"2021-12-28"	"Y"	"L"	"1"	"S"	"Y"	""	""	"D"	"Y"
"sam1"	104895512	-33.77956621	-53.41089115	"2016-03-22"	""	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"N"
"sam1"	116782407	-19.580715	169.3029144	"2020-02-07"	""	"L"	"1"	"S"	"Y"	""	""	"L"	"N"
"sam1"	148700591	12.55186667	54.45863	"2023-01-21"	""	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"N"
"sam1"	69447425	13.38146539	144.7745503	"2021-02-12"	""	"L"	"1"	"S"	"Y"	""	""	"D"	"Y"
"sam1"	34334417	27.23630113	-111.0450868	"2015-05-25"	"Y"	"L"	"1"	"S"	""	"Y"	""	"D"	"Y"
"sam1"	115678166	NA	NA	"2022-02-26"	""	"L"	"1"	"S"	"Y"	""	""	"D"	"Y"
"sam1"	108407888	25.01532167	122.0003	"2021-11-14"	""	"L"	"1"	"S"	""	"Y"	""	"D"	"N"
"sam1"	37809600	-33.8688197	151.2092955	"2018-02-19"	""	"M"	"1"	"S"	"Y"	""	""	"L"	"Y"
"sam1"	37514633	-24.91919667	153.2820283	"2020-01-10"	""	"M"	"1"	"S"	"Y"	"Y"	""	"L"	"N"
"sam1"	4888463	-1.354367949	-80.74023128	"2017-01-01"	""	"M"	"1"	"S"	"Y"	""	""	"L"	"N"
"sam1"	165983105	-0.7625083474	-90.33762736	"2023-06-03"	""	"M"	"1"	"S"	"Y"	"Y"	""	"L"	"N"
"sam1"	154235235	22.36535388	113.9969485	"2023-04-10"	"Y"	"M"	"1"	"S"	"Y"	"Y"	""	"D"	"N"
"sam1"	21048065	19.08056658	72.82174777	"2018-10-11"	"Y"	"M"	"1"	"S"	"Y"	"Y"	""	"D"	"N"
"sam1"	15315359	19.10866014	72.82339465	"2018-07-27"	"Y"	"M"	"1"	"S"	"Y"	"Y"	""	"L"	"N"
"sam1"	160395463	23.28443667	-106.47287	"2023-04-30"	""	"M"	"1"	"S"	""	"Y"	""	"D"	"N"
"sam1"	102632600	23.59572411	-109.5622864	"2021-12-06"	"Y"	"M"	"1"	"S"	"Y"	"Y"	""	"L"	"N"
"sam1"	79726347	23.29797913	-109.4286547	"2021-05-21"	""	"M"	"1"	"S"	"Y"	""	""	"L"	"N"
"sam1"	87447754	25.57917743	-109.1181689	"2021-07-16"	""	"M"	"1"	"S"	"Y"	""	""	"L"	"N"
"sam1"	14199704	27.96355278	-111.004325	"2015-06-03"	"Y"	"M"	"1"	"S"	"Y"	""	""	"L"	"N"
"sam1"	35594680	20.9729	-97.3059	"2019-11-11"	""	"M"	"1"	"S"	""	""	""	"L"	"N"
"sam1"	120415159	-21.35234722	164.9614333	"2018-07-21"	"Y"	"M"	"1"	"S"	"Y"	"Y"	""	"D"	"N"
"sam1"	147114383	40.5988771	-8.757174571	"2023-01-22"	""	"M"	"1"	"S"	""	""	""	"D"	"N"
"sam1"	107472171	-4.615719	55.42278697	"2022-01-29"	"Y"	"M"	"1"	"S"	"Y"	"Y"	""	"D"	"N"
"sam1"	101128934	-34.05899044	22.23197725	"2021-11-14"	""	"M"	"1"	"S"	""	""	""	"L"	"N"
"sam1"	140495240	-34.05261433	22.33124495	"2022-10-30"	"Y"	"M"	"1"	"S"	"Y"	"Y"	""	"V"	"N"
"sam1"	69126484	-34.45098	20.63709167	"2021-01-24"	""	"M"	"1"	"S"	""	""	""	"M"	""
"sam1"	15066705	-6.266403037	39.53416218	"2018-07-04"	"Y"	"M"	"1"	"S"	"Y"	""	""	"L"	"Y"
"sam1"	67326154	21.33941786	-157.6987759	"2020-12-30"	""	"M"	"1"	"S"	"Y"	""	""	"L"	"N"
"sam1"	145536139	28.2075052	-177.343872	"2022-12-29"	"Y"	"M"	"1"	"S"	"Y"	"Y"	""	"L"	"N"
"sam1"	71602269	-27.95380689	154.011829	"2021-03-20"	""	"M"	"1"	"S"	"Y"	"Y"	""	"L"	"N"
"sam1"	166541363	5.918105	102.7221367	"2023-02-26"	""	"M"	"1"	"S"	"Y"	"Y"	""	"L"	"N"
"sam1"	45503696	23.16646644	-82.08214276	"2020-01-20"	""	"H"	"2"	"S"	""	""	""	"L"	""
"sam1"	84022544	23.215555	-106.4215	"2019-05-19"	""	"L"	"2"	"S"	""	"Y"	""	"D"	"N"
"sam1"	22803829	-43.5453784	172.7485552	"2017-02-02"	""	"L"	"2"	"S"	"Y"	"Y"	""	"D"	"N"
"sam1"	90140873	19.10488036	72.81940948	"2021-07-30"	"Y"	"M"	"2"	"S"	"Y"	""	""	"L"	"N"
"sam1"	146298692	-24.01079345	35.49896054	"2022-12-26"	"Y"	"M"	"2"	"S"	"Y"	""	""	"L"	"N"
"sam1"	149148478	21.30903667	-89.543725	"2023-02-19"	"R"	"H"	"M"	"S"	"Y"	""	""	"L"	"N"
"sam1"	10045301	27.6295509	-80.3491974	"2007-03-05"	"R"	"H"	"M"	"S"	""	""	""	"L"	"N"
"sam1"	21362921	27.84080212	-97.04540829	"2019-03-05"	""	"H"	"M"	"S"	""	""	""	"D"	"N"
"sam1"	111411516	25.77512167	-80.12938617	"2022-04-14"	"R"	"H"	"M"	"S"	""	""	""	"L"	""
"sam1"	133420820	38.40226	-73.12419	"2022-08-27"	"R"	"H"	"M"	"S"	""	""	""	"D"	"N"
"sam1"	115449675	27.79368245	-84.29884485	"2022-05-04"	"R"	"H"	"M"	"S"	""	""	""	"L"	"N"
"sam1"	170912419	39.40713	-72.147442	"2023-06-26"	"R"	"H"	"M"	"S"	""	""	""	"L"	"N"
"sam1"	143710387	-31.55506515	159.0821211	"2022-11-30"	""	"L"	"M"	"S"	""	""	""	"D"	""
"sam1"	170604344	-40.03067778	143.8845111	"2023-07-02"	""	"L"	"M"	"S"	""	""	""	"L"	""
"sam1"	141617013	17.74595163	-88.02341507	"2006-08-06"	""	"L"	"M"	"S"	"Y"	""	""	"D"	"N"
"sam1"	158088354	-13.38009154	-38.91249061	"2022-11-22"	"R"	"L"	"M"	"S"	""	""	""	"D"	""
"sam1"	181769688	47.24769167	-53.96474667	"2023-09-04"	""	"L"	"M"	"S"	""	""	""	"D"	"N"
"sam1"	149899042	4.930546681	-52.28101239	"2019-03-04"	""	"L"	"M"	"S"	""	""	""	"D"	""
"sam1"	21599911	15.52818283	73.78440703	"2018-08-03"	""	"L"	"M"	"S"	""	""	""	"D"	"N"
"sam1"	21722721	25.1921641	-97.4518415	"2019-03-28"	""	"L"	"M"	"S"	""	""	""	"D"	"N"
"sam1"	155619459	21.60008495	-88.1577086	"2023-04-19"	"R"	"L"	"M"	"S"	""	""	""	"D"	"N"
"sam1"	115185530	27.76312391	-18.12206659	"2022-04-21"	""	"L"	"M"	"S"	"Y"	""	""	"D"	"N"
"sam1"	48706135	27.47384769	-97.28519753	"2020-01-23"	""	"L"	"M"	"S"	""	""	""	"D"	"N"
"sam1"	128068299	43.92871057	-60.01233378	"2022-07-26"	"R"	"M"	"M"	"S"	""	""	""	"L"	""
"sam1"	19273826	15.64361668	73.7175293	"2017-07-25"	"Y"	"M"	"M"	"S"	"Y"	""	""	"D"	"N"
"sam1"	84389905	22.29670285	-97.80675491	"2020-01-05"	""	"M"	"M"	"S"	""	""	""	"V"	"N"
"sam1"	69455829	-33.98171459	23.57060656	"2021-01-10"	""	"M"	"M"	"S"	""	""	""	"L"	"N"
"sam1"	19654210	28.57537431	-16.31738892	"2017-02-26"	""	"M"	"M"	"S"	""	""	""	"L"	"N"
"sam1"	9928288	26.54169974	-80.04300707	"2018-02-17"	""	"M"	"M"	"S"	"Y"	""	""	"L"	"N"
"sam1"	43610571	-32.40388889	115.7433333	"2020-04-26"	""	"L"	""	"S"	"Y"	"Y"	""	"D"	"Y"
"sam1"	148085561	-36.829216	139.8504028	"2023-02-05"	"Y"	"L"	""	"S"	"Y"	""	""	"D"	"N"
"sam1"	145770901	-41.42485115	148.2773027	"2023-01-04"	""	"L"	""	"S"	""	""	""	"D"	"N"
"sam1"	111394471	-38.48477002	144.9919179	"2022-04-14"	""	"L"	""	"S"	""	""	""	"D"	"N"
"sam1"	170604183	-40.03022778	143.8842333	"2023-07-02"	""	"L"	""	"S"	""	"Y"	""	"D"	""
"sam1"	8803549	-33.99233439	151.2226868	"2017-11-14"	""	"L"	""	"S"	""	"Y"	""	"L"	""
"sam1"	157074545	26.54002394	-78.59244942	"2023-04-28"	""	"L"	""	"S"	""	""	""	"D"	""
"sam1"	83717012	32.38902706	-64.67895716	"2021-06-19"	""	"L"	""	"S"	""	""	""	"D"	"N"
"sam1"	157208901	32.3055009	-64.87059739	"2023-04-28"	""	"L"	""	"S"	""	""	""	"D"	""
"sam1"	131762715	-12.57771301	-38.00341415	"2022-08-21"	""	"L"	""	"S"	"Y"	""	""	"D"	"Y"
"sam1"	151384293	9.635925	-85.16363617	"2023-03-14"	"Y"	"L"	""	"S"	"Y"	"Y"	""	"D"	"N"
"sam1"	148015572	23.14985018	-81.83210175	"2023-01-20"	""	"L"	""	"S"	""	""	""	"D"	""
"sam1"	54896187	-1.7520718	-80.7718404	"2020-07-30"	"Y"	"L"	""	"S"	"Y"	""	""	"D"	"N"
"sam1"	13858710	-0.9568732349	-90.96743192	"2018-06-25"	""	"L"	""	"S"	""	""	""	"D"	"Y"
"sam1"	27367202	-0.5240007986	-80.44306047	"2016-12-26"	""	"L"	""	"S"	"Y"	""	""	"D"	"N"
"sam1"	175162794	-17.0290702	-149.5533285	"2023-07-11"	""	"L"	""	"S"	""	""	""	"L"	"N"
"sam1"	174080200	-7.831035083	109.8230133	"2023-07-21"	""	"L"	""	"S"	""	""	""	"D"	"N"
"sam1"	179809825	38.29448333	141.0725444	"2023-08-23"	""	"L"	""	"S"	""	""	""	"D"	"N"
"sam1"	136779551	-3.376741692	39.99381804	"2022-09-15"	""	"L"	""	"S"	"Y"	""	""	"D"	"Y"
"sam1"	27359506	23.04067927	-109.6998764	"2019-06-20"	""	"L"	""	"S"	""	""	""	"D"	"Y"
"sam1"	164315926	23.23163333	-106.4345867	"2023-05-27"	""	"L"	""	"S"	"Y"	"Y"	""	"D"	"Y"
"sam1"	35947063	21.25089616	-89.83892446	"2013-01-20"	""	"L"	""	"S"	"Y"	"Y"	""	"D"	"N"
"sam1"	157348945	19.05591235	-96.02209823	"2023-04-28"	""	"L"	""	"S"	""	""	""	"D"	"N"
"sam1"	126836713	31.286945	-113.4806217	"2022-07-17"	""	"L"	""	"S"	""	"Y"	""	"D"	""
"sam1"	119306673	25.82576167	-97.151835	"2022-05-29"	""	"L"	""	"S"	""	""	""	"D"	""
"sam1"	72585278	25.93509503	-97.14555837	"2021-03-31"	""	"L"	""	"S"	""	""	""	"D"	""
"sam1"	19524465	21.25079397	-89.83781353	"2019-01-08"	""	"L"	""	"S"	""	""	""	"D"	""
"sam1"	106036557	21.34662049	-105.2436291	"2022-02-02"	""	"L"	""	"S"	""	""	""	"L"	""
"sam1"	149194960	-22.33650206	166.4082184	"2023-02-15"	""	"L"	""	"S"	""	""	""	"L"	"Y"
"sam1"	122433455	-22.31236181	166.4357572	"2022-01-15"	""	"L"	""	"S"	""	"Y"	""	"L"	"N"
"sam1"	66902488	-42.42792861	173.5991362	"2020-12-21"	""	"L"	""	"S"	""	""	""	"D"	"Y"
"sam1"	113743530	-43.92657167	-176.5330667	"2022-04-30"	""	"L"	""	"S"	""	"Y"	""	"D"	"N"
"sam1"	19799137	-43.52205	172.7392283	"2019-01-22"	""	"L"	""	"S"	"Y"	""	""	"D"	"N"
"sam1"	67424151	-43.56384698	172.7537746	"2021-01-02"	""	"L"	""	"S"	""	"Y"	""	"D"	"N"
"sam1"	91591051	-36.93573075	174.7184682	"2021-08-18"	""	"L"	""	"S"	""	""	""	"L"	""
"sam1"	74220992	32.63921333	-16.95128333	"2021-04-16"	""	"L"	""	"S"	"Y"	""	""	"L"	"N"
"sam1"	146973259	40.5228883	-8.781693801	"2023-01-20"	""	"L"	""	"S"	""	""	""	"D"	"Y"
"sam1"	147941476	-4.610796667	55.43011333	"2023-02-03"	"Y"	"L"	""	"S"	"Y"	""	""	"D"	"Y"
"sam1"	105276625	28.94862791	-13.59578631	"2022-01-20"	""	"L"	""	"S"	""	""	""	"D"	"Y"
"sam1"	105276632	28.94862791	-13.59578631	"2022-01-20"	""	"L"	""	"S"	""	""	""	"D"	"N"
"sam1"	148606934	28.94915781	-13.59312885	"2023-02-12"	""	"L"	""	"S"	""	""	""	"D"	""
"sam1"	13734188	6.831680615	79.86178922	"2018-06-24"	""	"L"	""	"S"	""	""	""	"L"	"N"
"sam1"	129145678	-5.88532	39.358495	"2022-08-02"	""	"L"	""	"S"	""	""	""	"D"	"Y"
"sam1"	15066712	-6.266403037	39.53416218	"2018-07-04"	"Y"	"L"	""	"S"	"Y"	"Y"	""	"D"	"N"
"sam1"	16060885	50.60277939	-3.433611155	"2017-11-19"	""	"L"	""	"S"	""	""	""	"D"	""
"sam1"	104233282	26.36571094	-80.06805042	"2022-01-02"	""	"L"	""	"S"	""	""	""	"D"	"Y"
"sam1"	105501109	30.69878315	-81.4311838	"2011-12-19"	""	"L"	""	"S"	""	""	""	"D"	"N"
"sam1"	93310973	21.60135269	-158.0923462	"2019-08-03"	"Y"	"L"	""	"S"	"Y"	""	""	"D"	"N"
"sam1"	146239959	28.21810773	-177.3689718	"2023-01-09"	""	"L"	""	"S"	""	""	""	"L"	"Y"
"sam1"	41467880	-34.91844532	-54.97573949	"2020-04-05"	""	"L"	""	"S"	""	""	""	"D"	"N"
"sam1"	105078000	-34.64197033	-54.15450729	"2021-12-24"	""	"L"	""	"S"	"Y"	""	""	"L"	"N"
"sam1"	135334914	27.10233909	-97.074503	"2022-09-16"	"Y"	"L"	""	"S"	"Y"	"Y"	""	"D"	"N"
"sam1"	133992979	-27.00248567	-81.57197222	"2022-06-18"	""	"L"	""	"S"	"Y"	"Y"	""	"D"	"Y"
"sam1"	179926156	5.2	-20.35	"2023-08-23"	""	"L"	""	"S"	"Y"	""	""	"L"	"N"
"sam1"	110618326	-26.3828373	153.1161652	"2022-04-07"	""	"M"	""	"S"	"Y"	""	""	"D"	"N"
"sam1"	106844090	-38.28997102	144.4949718	"2022-02-16"	""	"M"	""	"S"	""	"Y"	""	"D"	"N"
"sam1"	159836424	22.48104771	114.3366132	"2023-05-05"	"Y"	"M"	""	"S"	"Y"	"Y"	""	"L"	"Y"
"sam1"	15617979	18.954976	72.81210557	"2018-08-18"	""	"M"	""	"S"	"Y"	""	""	"L"	"N"
"sam1"	156153835	30.51578	-9.688595	"2023-04-20"	""	"M"	""	"S"	""	""	""	"L"	"N"
"sam1"	176250053	-25.94075693	32.73380051	"2005-05-11"	""	"M"	""	"S"	""	""	""	"P"	""
"sam1"	36611801	-39.3940213	173.7838637	"2019-12-09"	""	"M"	""	"S"	""	""	""	"L"	"N"
"sam1"	142398251	32.73160421	-17.01339384	"2011-03-12"	""	"M"	""	"S"	""	""	""	"L"	""
"sam1"	41457508	28.4179005	-16.52018	"2020-03-06"	""	"M"	""	"S"	""	""	""	"D"	"N"
"sam1"	147057420	28.21808126	-177.3688937	"2023-01-15"	""	"M"	""	"S"	""	""	""	"L"	"N"
"sam1"	105860115	13.34681196	144.7720124	"2022-01-31"	""	"M"	""	"S"	"Y"	""	""	"L"	"Y"
"sam1"	113174413	25.01836167	121.9980667	"2022-01-04"	""	"M"	""	"S"	""	""	""	"L"	"N"
"sam1"	142515312	-28.9042221	171.4491691	"2022-11-21"	""	"M"	""	"S"	""	""	""	"L"	"N"
"sam1"	36655192	-40.918855	174.9777583	"2019-12-14"	""	""	""	"S"	""	""	""	"L"	"Y"
"sam1"	13826022	-36.93515333	174.4594117	"2018-06-27"	""	""	""	"S"	""	""	""	"V"	""
"sam1"	146518349	-41.25153333	148.30542	"2023-01-14"	""	"L"	"1"	""	""	""	""	"D"	"N"
"sam1"	70983605	-33.73833597	151.307174	"2021-02-02"	""	"L"	"1"	""	""	""	""	"L"	""
"sam1"	146120145	16.61673	-22.898445	"2023-01-08"	""	"L"	"1"	""	"Y"	""	""	"D"	"Y"
"sam1"	107720902	8.445186637	-83.47546463	"2022-02-25"	""	"L"	"1"	""	"Y"	""	""	"L"	"Y"
"sam1"	81906676	0.2965136427	-80.03514628	"2021-06-06"	""	"L"	"1"	""	""	""	""	"L"	"Y"
"sam1"	177658829	19.09869717	72.82563833	"2023-08-10"	"Y"	"L"	"1"	""	"Y"	""	""	"L"	"N"
"sam1"	52711546	-3.359658333	40.01792222	"2019-08-23"	""	"L"	"1"	""	"Y"	"Y"	""	"D"	"N"
"sam1"	66738209	-15.54098968	46.46181342	"2000-11-01"	""	"L"	"1"	""	"Y"	""	""	"D"	"N"
"sam1"	146965236	18.92380099	-104.0719851	"2023-01-07"	""	"L"	"1"	""	"Y"	""	""	"D"	"Y"
"sam1"	101912220	21.03426632	-105.2596598	"2002-01-14"	""	"L"	"1"	""	""	""	""	"P"	"Y"
"sam1"	9875304	23.20637171	-106.4291247	"2017-12-14"	"Y"	"L"	"1"	""	""	""	""	"L"	"N"
"sam1"	107311107	26.71765997	-80.033433	"2022-02-22"	""	"L"	"1"	""	"Y"	""	""	"L"	"Y"
"sam1"	106024035	26.82174901	-80.03771807	"2022-02-02"	""	"L"	"1"	""	""	""	""	"D"	"N"
"sam1"	133995607	-26.98376022	-108.4884711	"2022-06-27"	""	"L"	"1"	""	"Y"	"Y"	""	"L"	"Y"
"sam1"	36523972	25.14213955	121.8028503	"2013-03-28"	""	"L"	"1"	""	"Y"	""	""	"L"	"Y"
"sam1"	108952493	22.8307869	121.1861233	"2022-02-06"	""	"L"	"1"	""	""	""	""	"L"	"N"
"sam1"	17403539	-6.22848992	-35.04155961	"2018-10-10"	""	"M"	"1"	""	""	""	""	"P"	"N"
"sam1"	107657970	8.599637638	-83.21188344	"2022-02-28"	""	"M"	"1"	""	""	""	""	"D"	"N"
"sam1"	84790025	31.28935771	-113.4962038	"2021-06-27"	""	"M"	"1"	""	"Y"	"Y"	""	"D"	"N"
"sam1"	50696657	23.194605	-106.4261776	"2020-06-23"	"Y"	"M"	"1"	""	""	"Y"	""	"L"	"N"
"sam1"	78430541	-38.11766056	140.7079057	"2021-05-12"	""	"N"	"1"	""	""	"Y"	""	"D"	"N"
"sam1"	37211498	-24.35593406	151.9463763	"2020-01-03"	""	"N"	"1"	""	"Y"	""	""	"L"	"Y"
"sam1"	61350286	-36.509705	150.059423	"2016-11-12"	""	"N"	"1"	""	""	""	""	"D"	"N"
"sam1"	136108777	-36.94417618	149.9128554	"2022-09-15"	""	"N"	"1"	""	""	""	""	"L"	"N"
"sam1"	111620675	-25.46770333	153.1459195	"2022-04-09"	""	"N"	"1"	""	"Y"	""	""	"L"	"N"
"sam1"	35131666	-32.92950193	151.7886794	"2019-10-13"	""	"N"	"1"	""	""	""	""	"D"	"N"
"sam1"	143786147	-38.0596976	140.667575	"2022-12-06"	""	"N"	"1"	""	""	""	""	"D"	""
"sam1"	65861005	-33.73843687	151.3071988	"2020-11-11"	""	"N"	"1"	""	""	"Y"	""	"L"	""
"sam1"	68057846	-27.42600832	153.532996	"2015-03-17"	"Y"	"N"	"1"	""	""	""	""	"L"	""
"sam1"	152671147	-11.32624722	-37.28196667	"2023-03-28"	""	"N"	"1"	""	"Y"	""	""	"D"	"Y"
"sam1"	152670738	-11.32818889	-37.28302222	"2023-03-28"	""	"N"	"1"	""	"Y"	"Y"	""	"D"	"N"
"sam1"	171124504	-0.7606616667	-90.33256333	"2023-07-01"	""	"N"	"1"	""	"Y"	""	""	"D"	"Y"
"sam1"	132872726	-0.4547833333	-80.46042	"2022-08-29"	""	"N"	"1"	""	"Y"	""	""	"D"	"N"
"sam1"	64408526	0.3394444444	-80.04027778	"2020-11-02"	""	"N"	"1"	""	"Y"	""	""	"D"	"N"
"sam1"	62800669	-1.83853667	-80.75113667	"2020-10-17"	""	"N"	"1"	""	""	""	""	"L"	""
"sam1"	152770572	13.16857	-88.07528617	"2023-03-29"	"Y"	"N"	"1"	""	""	""	""	"D"	""
"sam1"	90140874	19.10488036	72.81940948	"2021-07-30"	"Y"	"N"	"1"	""	"Y"	""	""	"D"	"Y"
"sam1"	15453241	19.14447068	72.98680666	"2018-07-26"	""	"N"	"1"	""	""	""	""	"L"	"N"
"sam1"	21490583	19.076138	72.823475	"2018-07-26"	""	"N"	"1"	""	""	"Y"	""	"L"	"N"
"sam1"	29652734	20.70028542	-105.2996292	"2019-06-28"	""	"N"	"1"	""	"Y"	""	""	"D"	"Y"
"sam1"	8709436	23.2980612	-106.4854762	"2017-11-05"	""	"N"	"1"	""	"Y"	""	""	"D"	"N"
"sam1"	38640867	-21.26360971	35.11665456	"2020-02-05"	""	"N"	"1"	""	"Y"	""	""	"L"	"Y"
"sam1"	143439458	-21.28498485	35.11159234	"2022-10-11"	"Y"	"N"	"1"	""	"Y"	""	""	"D"	"N"
"sam1"	142272873	-37.22137451	175.883255	"2022-11-18"	""	"N"	"1"	""	"Y"	""	""	"L"	"N"
"sam1"	9161806	-36.780415	174.830338	"2017-12-07"	""	"N"	"1"	""	""	"Y"	""	"L"	"N"
"sam1"	145357486	10.06048333	-61.63442	"2022-12-28"	""	"N"	"1"	""	""	""	""	"D"	""
"sam1"	146871640	-19.50491	169.2427467	"2022-12-30"	"Y"	"N"	"1"	""	"Y"	""	""	"L"	"Y"
"sam1"	150111650	13.36944739	144.7707558	"2023-03-03"	""	"N"	"1"	""	"Y"	""	""	"L"	"Y"
"sam1"	108729206	24.80328665	121.8162295	"2018-03-04"	""	"N"	"1"	""	""	""	""	"L"	"Y"
"sam1"	113175803	25.13407333	121.824105	"2022-03-31"	""	"N"	"1"	""	""	""	""	"D"	"N"
"sam1"	176350407	-31.97964287	115.7536774	"2023-08-02"	""	""	"1"	""	""	""	""	"M"	""
"sam1"	148617030	-42.16745278	148.2979278	"2022-12-25"	""	""	"1"	""	"Y"	"Y"	""	"D"	"Y"
