pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
ATLANTIC	scaffold1272	500001	1000000	0.0070343653389488775	1832	314	44638	6994
PACIFIC	scaffold1272	1	500000	0.006151440360231362	4213	653	106154	12062
PACIFIC	scaffold1272	500001	1000000	0.01242483290380707	1844	593	47727	3905
ATLANTIC	scaffold1273	1	500000	0.0014517927047416586	1399	56	38573	683
PACIFIC	scaffold1273	1	500000	0.008960872711081426	1391	322	35934	3322
ATLANTIC	scaffold1274	1	500000	0.0034114789443519555	1451	125	36641	4071
PACIFIC	scaffold1274	1	500000	0.012523897924690367	1450	452	36091	4621
ATLANTIC	scaffold1275	1	500000	0.0	2878	0	76548	4568
PACIFIC	scaffold1275	1	500000	0.0	2872	0	75376	5740
ATLANTIC	scaffold1276	1	500000	0.000570945714481467	4536	50	87574	45426
PACIFIC	scaffold1276	1	500000	0.0024577079002675918	4538	214	87073	45927
ATLANTIC	scaffold1278	1	500000	0.0	1481	0	32346	9122
PACIFIC	scaffold1278	1	500000	0.0	452	0	4027	37441
ATLANTIC	scaffold1279	1	500000	0.008144456946900283	3756	608	74652	37712
PACIFIC	scaffold1279	1	500000	0.016934198917580752	3662	1286	75941	36423
ATLANTIC	scaffold1280	1	500000	0.0009460849820835157	3985	80	84559	33461
PACIFIC	scaffold1280	1	500000	0.004213405076096986	4192	379	89951	28069
ATLANTIC	scaffold1281	1	500000	0.0	1517	0	26321	16323
PACIFIC	scaffold1281	1	500000	0.003891941391941392	1237	102	26208	16436
ATLANTIC	scaffold1282	1	500000	0.002247579529737206	1986	104	46272	9476
PACIFIC	scaffold1282	1	500000	0.011041254317537936	1984	569	51534	4214
ATLANTIC	scaffold1283	1	500000	0.00169378988875188	3442	125	73799	24033
PACIFIC	scaffold1283	1	500000	0.006716379354883152	2961	390	58067	39765
ATLANTIC	scaffold1284	1	500000	0.00493477810752985	1354	143	28978	9914
PACIFIC	scaffold1284	1	500000	0.009554359823399559	1176	277	28992	9900
ATLANTIC	scaffold1285	1	500000	0.0035257700476117766	2625	254	72041	1823
PACIFIC	scaffold1285	1	500000	0.005484615907084154	2450	323	58892	14972
ATLANTIC	scaffold1286	1	500000	0.001220060360881012	1348	19	15573	22535
PACIFIC	scaffold1286	1	500000	0.01065729935698976	1206	179	16796	21312
ATLANTIC	scaffold1287	1	500000	0.004036171921371461	5710	578	143205	17095
PACIFIC	scaffold1287	1	500000	0.008157547791694133	5260	891	109224	51076
ATLANTIC	scaffold1288	1	500000	0.00034606744209235896	7048	59	170487	31673
PACIFIC	scaffold1288	1	500000	0.003422291993720565	7026	545	159250	42910
ATLANTIC	scaffold1289	1	500000	0.002185998812543855	2994	162	74108	10256
PACIFIC	scaffold1289	1	500000	0.01089528343321857	2848	769	70581	13783
ATLANTIC	scaffold1290	1	500000	0.010325426762994694	1139	323	31282	750
PACIFIC	scaffold1290	1	500000	0.01408540879697804	1143	440	31238	794
ATLANTIC	scaffold1291	1	500000	0.0029682685637774445	4863	368	123978	13054
PACIFIC	scaffold1291	1	500000	0.01045206850074008	4777	1264	120933	16099
ATLANTIC	scaffold1292	1	500000	0.0	765	0	18142	3334
PACIFIC	scaffold1292	1	500000	0.0004371584699453552	561	4	9150	12326
ATLANTIC	scaffold1293	1	500000	0.0029988173677986145	919	71	23676	2504
PACIFIC	scaffold1293	1	500000	0.00837658199034872	834	92	10983	15197
ATLANTIC	scaffold1294	1	500000	0.0003402352483717313	745	7	20574	342
PACIFIC	scaffold1294	1	500000	0.00329356656663983	739	45	13663	7253
ATLANTIC	scaffold1296	1	500000	0.005613516553808148	3470	509	90674	6542
PACIFIC	scaffold1296	1	500000	0.012592142147338446	3071	849	67423	29793
ATLANTIC	scaffold1297	1	500000	0.00032030749519538755	3433	23	71806	24514
PACIFIC	scaffold1297	1	500000	0.0035600425079702442	2529	134	37640	58680
ATLANTIC	scaffold1299	1	500000	0.005776356898931919	9361	477	82578	180930
PACIFIC	scaffold1299	1	500000	0.028671445240873478	1950	688	23996	239512
ATLANTIC	scaffold1301	1	500000	0.0011888132671560615	3716	120	100941	3471
PACIFIC	scaffold1301	1	500000	0.002096951466419853	2923	145	69148	35264
ATLANTIC	scaffold1302	1	500000	0.0018861484847940506	2786	105	55669	22451
PACIFIC	scaffold1302	1	500000	0.007375612115349737	2438	366	49623	28497
ATLANTIC	scaffold1303	1	500000	0.003023741974018217	3008	243	80364	4000
PACIFIC	scaffold1303	1	500000	0.009410779111979893	2991	674	71620	12744
ATLANTIC	scaffold1304	1	500000	0.0056551826772825355	609	76	13439	4285
PACIFIC	scaffold1304	1	500000	0.008120453391981051	633	96	11822	5902
ATLANTIC	scaffold1306	1	500000	0.0024381748519679554	2601	126	51678	22522
PACIFIC	scaffold1306	1	500000	0.010639223706540185	2603	489	45962	28238
ATLANTIC	scaffold1307	1	500000	0.0022862900100751762	2589	118	51612	20908
PACIFIC	scaffold1307	1	500000	0.0011762491766255764	2197	50	42508	30012
ATLANTIC	scaffold1308	1	500000	0.0019065776930409914	2465	84	44058	27342
PACIFIC	scaffold1308	1	500000	0.0047608564037646545	2163	173	36338	35062
ATLANTIC	scaffold1310	1	500000	0.002216726676319465	3326	173	78043	15673
PACIFIC	scaffold1310	1	500000	0.00417577447802819	3068	277	66335	27381
ATLANTIC	scaffold1311	1	500000	0.0	1259	0	27968	7872
PACIFIC	scaffold1311	1	500000	0.002228918149172411	1279	54	24227	11613
ATLANTIC	scaffold1312	1	500000	0.0010406179409301263	4649	123	118199	12057
PACIFIC	scaffold1312	1	500000	0.003734281947136018	4612	422	113007	17249
ATLANTIC	scaffold1313	1	500000	0.0015817877302896843	1304	51	32242	4270
PACIFIC	scaffold1313	1	500000	0.009244820672755625	1303	332	35912	600
ATLANTIC	scaffold1314	1	500000	0.0020421646945762506	747	34	16649	4407
PACIFIC	scaffold1314	1	500000	0.0061214495592556315	565	50	8168	12888
ATLANTIC	scaffold1315	1	500000	0.004327186059232633	3776	443	102376	3856
PACIFIC	scaffold1315	1	500000	0.011541435458928408	3446	1015	87944	18288
ATLANTIC	scaffold1316	1	500000	0.002088143170154258	2613	142	68003	5301
PACIFIC	scaffold1316	1	500000	0.007834136348116394	2263	413	52718	20586
ATLANTIC	scaffold1317	1	500000	0.0021432468240978877	3691	165	76986	26446
PACIFIC	scaffold1317	1	500000	0.010846184142757597	3069	716	66014	37418
ATLANTIC	scaffold1318	1	500000	0.0005646261704229991	957	12	21253	6047
PACIFIC	scaffold1318	1	500000	0.028434378399762636	975	575	20222	7078
ATLANTIC	scaffold1319	1	500000	0.014832807897048944	1419	574	38698	1118
PACIFIC	scaffold1319	1	500000	0.01901112113014728	975	253	13308	26508
ATLANTIC	scaffold1320	1	500000	0.0010033804364704899	3278	84	83717	8151
PACIFIC	scaffold1320	1	500000	0.003776945280353743	2790	246	65132	26736
ATLANTIC	scaffold1321	1	500000	0.00390983578689695	1263	115	29413	5979
PACIFIC	scaffold1321	1	500000	0.008061875920772631	1084	197	24436	10956
ATLANTIC	scaffold1322	1	500000	0.0	447	0	12516	0
PACIFIC	scaffold1322	1	500000	0.0036255236867547536	447	45	12412	104
ATLANTIC	scaffold1323	1	500000	0.009629861982434129	1320	307	31880	5164
PACIFIC	scaffold1323	1	500000	0.01846283694677428	965	350	18957	18087
ATLANTIC	scaffold1324	1	500000	0.002425404704157031	4422	258	106374	23070
PACIFIC	scaffold1324	1	500000	0.0038442688231330024	3333	251	65292	64152
ATLANTIC	scaffold1325	1	500000	0.002715003002166781	4331	312	114917	6687
PACIFIC	scaffold1325	1	500000	0.007952741071668865	3410	591	74314	47290
ATLANTIC	scaffold1326	1	500000	0.0024096385542168677	1215	75	31125	2951
PACIFIC	scaffold1326	1	500000	0.004934878345878752	1216	158	32017	2059
ATLANTIC	scaffold1327	1	500000	0.0	825	0	12283	11713
PACIFIC	scaffold1327	1	500000	0.0009177820267686424	778	12	13075	10921
ATLANTIC	scaffold1328	1	500000	0.004933804785790643	462	60	12161	775
PACIFIC	scaffold1328	1	500000	0.003795507358636716	462	49	12910	26
ATLANTIC	scaffold1329	1	500000	0.0035923774241531253	2222	128	35631	30085
PACIFIC	scaffold1329	1	500000	0.004560461082200213	2106	163	35742	29974
ATLANTIC	scaffold1330	1	500000	0.0024020580213240765	2763	155	64528	13032
PACIFIC	scaffold1330	1	500000	0.001990581152595038	2024	82	41194	36366
ATLANTIC	scaffold1331	1	500000	0.00485935634354261	2110	175	36013	23655
PACIFIC	scaffold1331	1	500000	0.02687078995713411	1789	1097	40825	18843
ATLANTIC	scaffold1332	1	500000	0.0022173980462087146	9716	572	257960	14396
PACIFIC	scaffold1332	1	500000	0.003537024404285438	9577	897	253603	18753
ATLANTIC	scaffold1333	1	500000	0.005551886907819111	4955	681	122661	16639
PACIFIC	scaffold1333	1	500000	0.018926965609430066	4328	1869	98748	40552
ATLANTIC	scaffold1335	1	500000	0.0	236	0	1659	5005
PACIFIC	scaffold1335	1	500000	0.02053014553014553	237	79	3848	2816
ATLANTIC	scaffold1336	1	500000	0.004780658820315523	1907	210	43927	9693
PACIFIC	scaffold1336	1	500000	0.0053127203142310404	1759	211	39716	13904
ATLANTIC	scaffold1338	1	500000	0.004823618294879991	1342	83	17207	21293
PACIFIC	scaffold1338	1	500000	0.008020155364266219	1167	191	23815	14685
ATLANTIC	scaffold1339	1	500000	0.0018875378604977832	1139	43	22781	9139
PACIFIC	scaffold1339	1	500000	0.00981245166279969	1098	203	20688	11232
ATLANTIC	scaffold1341	1	500000	0.0017262638717632551	3138	147	85155	2905
PACIFIC	scaffold1341	1	500000	0.005202140309155767	2691	350	67280	20780
ATLANTIC	scaffold1342	1	500000	0.0	223	0	1553	4691
PACIFIC	scaffold1342	1	500000	0.0031620553359683794	172	8	2530	3714
ATLANTIC	scaffold1343	1	500000	0.0014936926918086766	10416	411	275157	16827
PACIFIC	scaffold1343	1	500000	0.011250535594050315	9573	2757	245055	46929
ATLANTIC	scaffold1344	1	500000	0.006391437821878512	3664	381	59611	46621
PACIFIC	scaffold1344	1	500000	0.008058694403111511	3483	547	67877	38355
ATLANTIC	scaffold1345	1	500000	0.00033159732381453957	1979	17	51267	4285
PACIFIC	scaffold1345	1	500000	0.00497175578426062	1945	257	51692	3860
ATLANTIC	scaffold1346	1	500000	0.019645983271737017	817	404	20564	2564
PACIFIC	scaffold1346	1	500000	0.03576845916719675	819	731	20437	2691
ATLANTIC	scaffold1347	1	500000	0.0007487577428357498	2150	44	58764	1688
PACIFIC	scaffold1347	1	500000	0.01908351136609136	2030	795	41659	18793
ATLANTIC	scaffold1348	1	500000	0.004377387142791404	6431	761	173848	6640
PACIFIC	scaffold1348	1	500000	0.006678545173629715	6397	1072	160514	19974
ATLANTIC	scaffold1349	1	500000	0.00626808100289296	369	52	8296	3772
PACIFIC	scaffold1349	1	500000	0.0	122	0	677	11391
ATLANTIC	scaffold1350	1	500000	0.004854544795855523	1179	134	27603	6641
PACIFIC	scaffold1350	1	500000	0.012094653812445224	1142	207	17115	17129
ATLANTIC	scaffold1351	1	500000	0.00681384573453257	1349	150	22014	16402
PACIFIC	scaffold1351	1	500000	0.009015216767154752	995	157	17415	21001
ATLANTIC	scaffold1352	1	500000	0.0060183759367621395	3256	469	77928	13604
PACIFIC	scaffold1352	1	500000	0.014749262536873156	2463	710	48138	43394
ATLANTIC	scaffold1353	1	500000	0.0020508826583592937	3070	158	77040	10432
PACIFIC	scaffold1353	1	500000	0.004141773811474799	2819	278	67121	20351
ATLANTIC	scaffold1354	1	500000	0.006364945897959867	1451	190	29851	12233
PACIFIC	scaffold1354	1	500000	0.007457549334557136	1454	130	17432	24652
ATLANTIC	scaffold1356	1	500000	0.003315210184325686	6128	550	165902	6214
PACIFIC	scaffold1356	1	500000	0.009147241074063145	5789	1333	145727	26389
ATLANTIC	scaffold1357	1	500000	0.003786444528587656	908	90	23769	1655
PACIFIC	scaffold1357	1	500000	0.0027589046736668727	904	67	24285	1139
ATLANTIC	scaffold1358	1	500000	0.0012845813009643668	2014	69	53714	2734
PACIFIC	scaffold1358	1	500000	0.005947847532005948	2016	328	55146	1302
ATLANTIC	scaffold1360	1	500000	0.0018606678288856108	2291	111	59656	4632
PACIFIC	scaffold1360	1	500000	0.011025819958129797	2047	553	50155	14133
ATLANTIC	scaffold1362	1	500000	0.0026510815207567632	1087	44	16597	13867
PACIFIC	scaffold1362	1	500000	0.002673598217601188	726	36	13465	16999
ATLANTIC	scaffold1363	1	500000	0.0014650103353468864	2160	73	49829	10959
PACIFIC	scaffold1363	1	500000	0.0005159958720330237	1517	13	25194	35594
ATLANTIC	scaffold1364	1	500000	0.00023487732553018664	7619	24	102181	116527
PACIFIC	scaffold1364	1	500000	0.0015057427048414574	7252	137	90985	127723
ATLANTIC	scaffold1365	1	500000	0.0015195441367589723	2963	76	50015	56133
PACIFIC	scaffold1365	1	500000	0.006725576277466512	3609	599	89063	17085
ATLANTIC	scaffold1366	1	500000	0.0006154793045083859	1229	12	19497	15055
PACIFIC	scaffold1366	1	500000	0.0	575	0	6393	28159
ATLANTIC	scaffold1367	1	500000	0.0025600481891423837	3122	204	79686	7814
PACIFIC	scaffold1367	1	500000	0.008668819519196269	2938	604	69675	17825
ATLANTIC	scaffold1368	1	500000	0.0011314330793663974	4565	109	96338	34982
PACIFIC	scaffold1368	1	500000	0.005232694730996775	4404	490	93642	37678
ATLANTIC	scaffold1369	1	500000	0.0	2259	0	44291	22181
PACIFIC	scaffold1369	1	500000	0.0028257201520603364	2355	139	49191	17281
ATLANTIC	scaffold1370	1	500000	0.0013500482160077145	288	7	5185	2907
PACIFIC	scaffold1370	1	500000	0.004431314623338257	176	21	4739	3353
ATLANTIC	scaffold1371	1	500000	0.008225529051073058	2625	440	53492	20456
PACIFIC	scaffold1371	1	500000	0.011755183134347579	2557	639	54359	19589
ATLANTIC	scaffold1372	1	500000	0.004013623934630698	2633	251	62537	14603
PACIFIC	scaffold1372	1	500000	0.007014453035790023	2414	215	30651	46489
ATLANTIC	scaffold1373	1	500000	0.004071144926085361	1139	122	29967	2149
PACIFIC	scaffold1373	1	500000	0.005948174322732627	782	101	16980	15136
ATLANTIC	scaffold1374	1	500000	0.0016463965160125338	2837	62	37658	54350
PACIFIC	scaffold1374	1	500000	0.004867483348083283	2770	209	42938	49070
ATLANTIC	scaffold1375	1	500000	0.0070087189805499665	1895	209	29820	23324
PACIFIC	scaffold1375	1	500000	0.010517369595240625	1379	198	18826	34318
ATLANTIC	scaffold1376	1	500000	0.0009865591185686212	4646	125	126703	3637
PACIFIC	scaffold1376	1	500000	0.0017354619109257396	4265	181	104295	26045
ATLANTIC	scaffold1377	1	500000	0.0025133346365438856	3033	180	71618	13418
PACIFIC	scaffold1377	1	500000	0.009894417399001074	2113	313	31634	53402
ATLANTIC	scaffold1378	1	500000	0.022567617182719373	2275	922	40855	22929
PACIFIC	scaffold1378	1	500000	0.040964132434089515	1758	1069	26096	37688
ATLANTIC	scaffold1379	1	500000	0.002226844814251807	3459	167	74994	22166
PACIFIC	scaffold1379	1	500000	0.0050200803212851405	2933	350	69720	27440
ATLANTIC	scaffold1380	1	500000	0.0005675717134529835	3665	37	65190	37962
PACIFIC	scaffold1380	1	500000	0.0017513457709608436	3072	95	54244	48908
ATLANTIC	scaffold1381	1	500000	0.002718050769305441	740	56	20603	145
PACIFIC	scaffold1381	1	500000	0.013533020570191267	684	75	5542	15206
ATLANTIC	scaffold1382	1	500000	0.0026469078097059186	5769	299	112962	49886
PACIFIC	scaffold1382	1	500000	0.005378117151627388	4642	424	78838	84010
ATLANTIC	scaffold1383	1	500000	0.0033013982392542723	703	51	15448	4292
PACIFIC	scaffold1383	1	500000	0.01916872271778326	691	202	10538	9202
ATLANTIC	scaffold1384	1	500000	0.0005200208008320333	672	7	13461	5411
PACIFIC	scaffold1384	1	500000	0.010369410239792612	408	112	10801	8071
ATLANTIC	scaffold1385	1	500000	0.001180378732947743	2358	70	59303	6749
PACIFIC	scaffold1385	1	500000	0.00637871652491741	2332	363	56908	9144
ATLANTIC	scaffold1386	1	500000	0.0	225	0	665	7623
PACIFIC	scaffold1386	1	500000	0.016431322207958923	296	64	3895	4393
ATLANTIC	scaffold1387	1	500000	0.002687191951927621	2780	199	74055	3897
PACIFIC	scaffold1387	1	500000	0.00749006420055029	2234	392	52336	25616
ATLANTIC	scaffold1388	1	500000	0.0057460636161893695	6503	870	151408	31208
PACIFIC	scaffold1388	1	500000	0.010655194634283587	5289	1174	110181	72435
ATLANTIC	scaffold1389	1	500000	0.002509105625252934	1057	31	12355	17325
PACIFIC	scaffold1389	1	500000	0.014107214832728738	510	105	7443	22237
ATLANTIC	scaffold1390	1	500000	0.0021261103829911168	1450	73	34335	6321
PACIFIC	scaffold1390	1	500000	0.00164467803639744	1266	46	27969	12687
ATLANTIC	scaffold1391	1	500000	0.00025524311907091507	2854	18	70521	9503
PACIFIC	scaffold1391	1	500000	0.0002923292797006548	2746	20	68416	11608
ATLANTIC	scaffold1392	1	500000	0.0039037216828478965	2688	193	49440	28120
PACIFIC	scaffold1392	1	500000	0.01674804287935408	2269	614	36661	40899
ATLANTIC	scaffold1394	1	500000	0.002225637221132955	715	42	18871	1177
PACIFIC	scaffold1394	1	500000	0.01373607120330787	714	196	14269	5779
ATLANTIC	scaffold1395	1	500000	0.0008420546132563455	314	7	8313	507
PACIFIC	scaffold1395	1	500000	0.005737704918032787	312	49	8540	280
ATLANTIC	scaffold1396	1	500000	0.0014794408733802672	852	29	19602	4254
PACIFIC	scaffold1396	1	500000	0.008135330578512397	852	189	23232	624
ATLANTIC	scaffold1397	1	500000	0.002701551566778217	2978	222	82175	1321
PACIFIC	scaffold1397	1	500000	0.0071721569318267606	2982	570	79474	4022
ATLANTIC	scaffold1398	1	500000	0.0007899614134232673	1329	26	32913	4355
PACIFIC	scaffold1398	1	500000	0.008898165439964847	1331	324	36412	856
ATLANTIC	scaffold1399	1	500000	0.0014401267311523415	3868	120	83326	25314
PACIFIC	scaffold1399	1	500000	0.0023628837530182824	3295	137	57980	50660
ATLANTIC	scaffold1400	1	500000	0.0011556145656610361	2994	94	81342	2798
PACIFIC	scaffold1400	1	500000	0.0050484476387231934	2682	347	68734	15406
ATLANTIC	scaffold1401	1	500000	0.0006351336776636668	3096	53	83447	3437
PACIFIC	scaffold1401	1	500000	0.004543012815593585	2911	296	65155	21729
ATLANTIC	scaffold1402	1	500000	0.004476629361421988	3464	204	45570	57582
PACIFIC	scaffold1402	1	500000	0.00018665770709672602	1379	5	26787	76365
ATLANTIC	scaffold1403	1	500000	0.005380595143964669	2279	279	51853	12631
PACIFIC	scaffold1403	1	500000	0.006151102167749016	2047	269	43732	20752
ATLANTIC	scaffold1404	1	500000	0.0021883816827027417	2882	121	55292	25796
PACIFIC	scaffold1404	1	500000	0.009127244526636043	2399	306	33526	47562
ATLANTIC	scaffold1405	1	500000	0.0004697356059589317	547	7	14902	554
PACIFIC	scaffold1405	1	500000	0.004258717061485228	550	64	15028	428
ATLANTIC	scaffold1406	1	500000	0.00018808608969019534	4298	21	111651	8721
PACIFIC	scaffold1406	1	500000	0.000379627349585488	4237	37	97464	22908
ATLANTIC	scaffold1407	1	500000	0.005829591365902518	4117	518	88857	28939
PACIFIC	scaffold1407	1	500000	0.012673342560178024	3071	467	36849	80947
ATLANTIC	scaffold1408	1	500000	0.001573634871748758	4048	140	88966	24406
PACIFIC	scaffold1408	1	500000	0.0060597469789857895	3744	513	84657	28715
ATLANTIC	scaffold1409	1	500000	0.0	489	0	2278	11442
PACIFIC	scaffold1409	1	500000	0.0	282	0	4038	9682
ATLANTIC	scaffold1410	1	500000	0.0	570	0	15842	118
PACIFIC	scaffold1410	1	500000	0.0	570	0	15925	35
ATLANTIC	scaffold1411	1	500000	0.0022025842466180967	4669	247	112141	20187
PACIFIC	scaffold1411	1	500000	0.0021294925032184376	4303	220	103311	29017
ATLANTIC	scaffold1412	1	500000	0.0015321896631918794	2972	112	73098	11434
PACIFIC	scaffold1412	1	500000	0.007333908541846419	1946	238	32452	52080
ATLANTIC	scaffold1413	1	500000	0.0025084285500592586	3658	218	86907	15769
PACIFIC	scaffold1413	1	500000	0.0043591524835012154	3214	251	57580	45096
ATLANTIC	scaffold1414	1	500000	0.0007274979831739081	6401	101	138832	40508
PACIFIC	scaffold1414	1	500000	0.0012963509645621287	4371	101	77911	101429
ATLANTIC	scaffold1415	1	500000	0.0012656138227040115	1189	23	18173	17975
PACIFIC	scaffold1415	1	500000	0.0	893	0	14622	21526
ATLANTIC	scaffold1416	1	500000	0.0028629479128186182	6480	496	173248	9032
PACIFIC	scaffold1416	1	500000	0.010432260793093494	6022	1554	148961	33319
ATLANTIC	scaffold1417	1	500000	0.0	162	0	442	4430
PACIFIC	scaffold1417	1	500000	0.0	78	0	263	4609
ATLANTIC	scaffold1418	1	500000	0.0017298963774942193	4282	202	116770	3266
PACIFIC	scaffold1418	1	500000	0.010550955525276875	3273	604	57246	62790
ATLANTIC	scaffold1419	1	500000	0.004384152102031177	2544	297	67744	3656
PACIFIC	scaffold1419	1	500000	0.0046059744375823814	2540	311	67521	3879
ATLANTIC	scaffold1420	1	500000	0.0007447125409591898	3598	70	93996	6804
PACIFIC	scaffold1420	1	500000	0.003762556645408616	3325	318	84517	16283
ATLANTIC	scaffold1422	1	500000	0.0010244402165959315	489	14	13666	26
PACIFIC	scaffold1422	1	500000	0.0032991202346041057	489	45	13640	52
ATLANTIC	scaffold1423	1	500000	0.0005259053733021417	2164	29	55143	5477
PACIFIC	scaffold1423	1	500000	0.001448211557918543	1976	73	50407	10213
ATLANTIC	scaffold1425	1	500000	0.0003937395412934344	1188	8	20318	13030
PACIFIC	scaffold1425	1	500000	0.011998784933171325	1132	237	19752	13596
ATLANTIC	scaffold1426	1	500000	0.0	45	0	1260	0
PACIFIC	scaffold1426	1	500000	0.005555555555555556	45	7	1260	0
ATLANTIC	scaffold1427	1	500000	0.0008524240809802876	2981	56	65695	17857
PACIFIC	scaffold1427	1	500000	0.004294708073725822	2824	264	61471	22081
ATLANTIC	scaffold1428	1	500000	0.0	164	0	1784	2864
PACIFIC	scaffold1428	1	500000	0.0	139	0	1862	2786
ATLANTIC	scaffold1430	1	500000	0.005651538061125846	3608	456	80686	21122
PACIFIC	scaffold1430	1	500000	0.007900625129754792	3519	685	86702	15106
ATLANTIC	scaffold1431	1	500000	0.005911679812308025	2795	383	64787	13725
PACIFIC	scaffold1431	1	500000	0.022701166797654312	2774	1502	66164	12348
ATLANTIC	scaffold1432	1	500000	0.0002660439268083597	3787	27	101487	4633
PACIFIC	scaffold1432	1	500000	0.011979652650272402	3755	1194	99669	6451
ATLANTIC	scaffold1433	1	500000	0.0030280214744009427	5059	370	122192	19796
PACIFIC	scaffold1433	1	500000	0.010492638885123227	4723	1161	110649	31339
ATLANTIC	scaffold1434	1	500000	0.0030508944667868533	977	44	14422	12990
PACIFIC	scaffold1434	1	500000	0.005676002605378245	847	122	21494	5918
ATLANTIC	scaffold1435	1	500000	0.005299633102323685	220	26	4906	1254
PACIFIC	scaffold1435	1	500000	0.007233273056057866	182	20	2765	3395
ATLANTIC	scaffold1436	1	500000	0.008291835008926055	3087	353	42572	44228
PACIFIC	scaffold1436	1	500000	0.017054263565891473	552	44	2580	84220
ATLANTIC	scaffold1438	1	500000	0.001171883803213666	2607	52	44373	29631
PACIFIC	scaffold1438	1	500000	0.00206989506113411	1685	43	20774	53230
ATLANTIC	scaffold1439	1	500000	0.006226516371443907	1262	116	18630	18862
PACIFIC	scaffold1439	1	500000	0.015147603063946984	1048	176	11619	25873
ATLANTIC	scaffold1440	1	500000	0.010710061478872324	2895	824	76937	4235
PACIFIC	scaffold1440	1	500000	0.016247496105052304	2588	949	58409	22763
ATLANTIC	scaffold1441	1	500000	0.0008815205456148219	2787	57	64661	13403
PACIFIC	scaffold1441	1	500000	0.0025091522356135085	2628	122	48622	29442
ATLANTIC	scaffold1442	1	500000	0.0002443622146198422	1627	7	28646	19458
PACIFIC	scaffold1442	1	500000	0.0037000270733688295	1688	123	33243	14861
ATLANTIC	scaffold1443	1	500000	0.0024052478134110786	1001	66	27440	616
PACIFIC	scaffold1443	1	500000	0.00025916135385891254	915	5	19293	8763
ATLANTIC	scaffold1444	1	500000	0.0030724652161966378	4357	246	80066	42714
PACIFIC	scaffold1444	1	500000	0.012738355736167552	4134	1141	89572	33208
ATLANTIC	scaffold1445	1	500000	0.002246784593874556	5759	323	143761	23483
PACIFIC	scaffold1445	1	500000	0.009051686861601438	4567	942	104069	63175
ATLANTIC	scaffold1446	1	500000	0.004827654261012137	6426	636	131741	48775
PACIFIC	scaffold1446	1	500000	0.008897845660679771	5088	755	84852	95664
ATLANTIC	scaffold1448	1	500000	0.0012329995516365266	987	33	26764	928
PACIFIC	scaffold1448	1	500000	0.002858563261247825	985	69	24138	3554
ATLANTIC	scaffold1450	1	500000	0.005409931087782573	1968	252	46581	12527
PACIFIC	scaffold1450	1	500000	0.0223842998008685	1998	933	41681	17427
ATLANTIC	scaffold1451	1	500000	0.0018289660359297813	2255	107	58503	4917
PACIFIC	scaffold1451	1	500000	0.005348274544759965	1899	252	47118	16302
ATLANTIC	scaffold1452	1	500000	0.0	997	0	14777	13251
PACIFIC	scaffold1452	1	500000	0.0	759	0	5980	22048
ATLANTIC	scaffold1453	1	500000	0.001595434602522014	3913	156	97779	13437
PACIFIC	scaffold1453	1	500000	0.013718789506953225	3936	1389	101248	9968
ATLANTIC	scaffold1454	1	500000	0.0	984	0	19957	10339
PACIFIC	scaffold1454	1	500000	0.0	990	0	12475	17821
ATLANTIC	scaffold1455	1	500000	0.001434052575596414	4874	151	105296	35628
PACIFIC	scaffold1455	1	500000	0.006006089122612787	4504	434	72260	68664
ATLANTIC	scaffold1456	1	500000	0.004203524166725639	2775	297	70655	7717
PACIFIC	scaffold1456	1	500000	0.017521553600975355	2485	1006	57415	20957
ATLANTIC	scaffold1458	1	500000	0.0037356849776471308	724	61	16329	6491
PACIFIC	scaffold1458	1	500000	0.0029244796146568035	754	34	11626	11194
ATLANTIC	scaffold1459	1	500000	0.0018580659474749716	2255	67	36059	27137
PACIFIC	scaffold1459	1	500000	0.009101175845346443	1029	137	15053	48143
ATLANTIC	scaffold1460	1	500000	0.008811681772406849	2507	560	63552	7064
PACIFIC	scaffold1460	1	500000	0.01668564487967813	2516	1099	65865	4751
ATLANTIC	scaffold1461	1	500000	0.003499709179096385	4106	355	101437	13839
PACIFIC	scaffold1461	1	500000	0.029177281307845977	3580	1592	54563	60713
ATLANTIC	scaffold1463	1	500000	0.0	1161	0	25358	7178
PACIFIC	scaffold1463	1	500000	0.0032704028541697635	1161	88	26908	5628
ATLANTIC	scaffold1464	1	500000	0.0015980355855241362	3919	164	102626	7246
PACIFIC	scaffold1464	1	500000	0.002596524280521237	3616	215	82803	27069
ATLANTIC	scaffold1465	1	500000	0.0006213753106876554	238	3	4828	2032
PACIFIC	scaffold1465	1	500000	0.01746199006472979	245	116	6643	217
ATLANTIC	scaffold1466	1	500000	0.014223456730999473	1121	297	20881	10591
PACIFIC	scaffold1466	1	500000	0.02364394993045897	1122	629	26603	4869
ATLANTIC	scaffold1467	1	500000	0.0024691358024691358	435	3	1215	10965
PACIFIC	scaffold1467	1	500000	NA	0	0	0	12180
ATLANTIC	scaffold1468	1	500000	0.0	268	0	6749	755
PACIFIC	scaffold1468	1	500000	NA	0	0	0	7504
ATLANTIC	scaffold1469	1	500000	0.0025729516531599545	3390	167	64906	30098
PACIFIC	scaffold1469	1	500000	0.005947784368171139	3146	362	60863	34141
ATLANTIC	scaffold1470	1	500000	0.0019341640319880974	2059	104	53770	4078
